City,Date,AQI_Bucket
Patna,2019-03-11,Poor
Chennai,2016-03-31,Moderate
Kolkata,2019-10-05,Satisfactory
Talcher,2018-07-24,Moderate
Gurugram,2018-12-22,Poor
Gurugram,2019-09-16,Satisfactory
Jorapokhar,2019-04-17,Poor
Chennai,2020-01-06,Satisfactory
Jaipur,2018-04-23,Moderate
Patna,2019-04-25,Poor
Gurugram,2017-05-02,Moderate
Delhi,2015-10-31,Very Poor
Lucknow,2019-09-17,Satisfactory
Gurugram,2018-03-27,Moderate
Thiruvananthapuram,2019-01-29,Satisfactory
Visakhapatnam,2018-02-08,Moderate
Kolkata,2018-09-07,Satisfactory
Bengaluru,2015-10-02,Satisfactory
Thiruvananthapuram,2019-07-16,Satisfactory
Amritsar,2017-08-26,Satisfactory
Brajrajnagar,2018-08-18,Satisfactory
Hyderabad,2015-10-14,Moderate
Ahmedabad,2018-09-25,Severe
Hyderabad,2020-02-18,Moderate
Bengaluru,2018-07-14,Satisfactory
Amritsar,2019-08-09,Satisfactory
Amritsar,2017-06-05,Moderate
Lucknow,2019-08-14,Moderate
Delhi,2017-12-12,Poor
Ahmedabad,2015-08-20,Poor
Patna,2015-12-23,Severe
Lucknow,2017-02-05,Poor
Amritsar,2018-03-18,Moderate
Lucknow,2015-06-11,Moderate
Jorapokhar,2020-04-12,Moderate
Amritsar,2019-12-19,Moderate
Thiruvananthapuram,2017-09-01,Satisfactory
Amritsar,2019-07-31,Good
Patna,2016-11-15,Very Poor
Ahmedabad,2018-05-28,Very Poor
Bengaluru,2020-02-09,Moderate
Amritsar,2017-09-13,Moderate
Brajrajnagar,2020-04-01,Moderate
Thiruvananthapuram,2017-09-03,Satisfactory
Thiruvananthapuram,2020-03-25,Satisfactory
Lucknow,2016-06-14,Moderate
Amaravati,2019-05-03,Moderate
Thiruvananthapuram,2018-10-01,Satisfactory
Patna,2018-05-09,Poor
Guwahati,2019-12-23,Poor
Jaipur,2018-07-23,Satisfactory
Jorapokhar,2019-10-04,Satisfactory
Jaipur,2018-12-23,Moderate
Visakhapatnam,2017-12-14,Moderate
Mumbai,2020-03-16,Moderate
Ahmedabad,2017-12-26,Severe
Amaravati,2018-03-24,Satisfactory
Hyderabad,2017-12-29,Moderate
Thiruvananthapuram,2018-05-28,Satisfactory
Bengaluru,2016-03-21,Poor
Thiruvananthapuram,2020-04-25,Satisfactory
Hyderabad,2018-08-26,Good
Gurugram,2018-01-01,Severe
Mumbai,2020-05-27,Satisfactory
Delhi,2016-06-11,Poor
Jaipur,2019-08-22,Satisfactory
Delhi,2020-06-14,Moderate
Jaipur,2019-01-20,Moderate
Hyderabad,2018-12-01,Moderate
Chennai,2020-04-17,Satisfactory
Amritsar,2017-08-17,Moderate
Bengaluru,2015-11-05,Satisfactory
Hyderabad,2016-10-26,Moderate
Brajrajnagar,2018-11-10,Poor
Chennai,2015-10-20,Satisfactory
Ahmedabad,2016-09-03,Poor
Bengaluru,2019-04-17,Moderate
Brajrajnagar,2017-12-08,Very Poor
Mumbai,2020-02-03,Moderate
Chennai,2015-04-30,Moderate
Hyderabad,2016-05-18,Satisfactory
Hyderabad,2017-11-21,Moderate
Chennai,2019-12-16,Satisfactory
Thiruvananthapuram,2017-12-30,Moderate
Lucknow,2016-02-19,Poor
Aizawl,2020-03-24,Satisfactory
Delhi,2017-04-29,Poor
Visakhapatnam,2019-04-13,Satisfactory
Delhi,2015-02-13,Very Poor
Thiruvananthapuram,2019-05-24,Satisfactory
Hyderabad,2019-11-30,Moderate
Bhopal,2020-02-17,Moderate
Mumbai,2019-11-05,Satisfactory
Lucknow,2017-12-07,Very Poor
Delhi,2015-03-20,Poor
Gurugram,2019-08-07,Good
Patna,2018-07-11,Satisfactory
Kolkata,2020-04-13,Satisfactory
Guwahati,2019-07-23,Moderate
Thiruvananthapuram,2018-09-13,Satisfactory
Bhopal,2019-10-31,Moderate
Coimbatore,2019-10-29,Satisfactory
Lucknow,2015-07-02,Satisfactory
Chennai,2017-01-03,Satisfactory
Bengaluru,2017-06-22,Satisfactory
Hyderabad,2020-01-15,Moderate
Hyderabad,2019-11-24,Moderate
Gurugram,2017-01-16,Severe
Visakhapatnam,2020-03-25,Moderate
Ahmedabad,2019-12-07,Poor
Chennai,2015-08-07,Satisfactory
Lucknow,2019-06-02,Moderate
Talcher,2019-12-24,Very Poor
Hyderabad,2016-01-10,Moderate
Chennai,2017-01-20,Moderate
Lucknow,2017-08-02,Satisfactory
Ahmedabad,2015-05-24,Moderate
Hyderabad,2016-09-20,Satisfactory
Thiruvananthapuram,2020-06-05,Good
Patna,2016-06-02,Moderate
Lucknow,2018-01-20,Very Poor
Chandigarh,2020-02-20,Moderate
Bengaluru,2017-04-13,Moderate
Brajrajnagar,2018-04-04,Moderate
Thiruvananthapuram,2019-04-19,Satisfactory
Patna,2016-05-24,Moderate
Aizawl,2020-06-24,Good
Bengaluru,2017-06-23,Satisfactory
Chennai,2015-06-01,Poor
Amaravati,2018-06-08,Satisfactory
Guwahati,2020-01-06,Moderate
Gurugram,2016-09-19,Moderate
Thiruvananthapuram,2018-01-11,Moderate
Lucknow,2019-12-23,Very Poor
Hyderabad,2017-04-19,Moderate
Brajrajnagar,2018-03-05,Very Poor
Ahmedabad,2017-12-08,Poor
Chennai,2018-02-28,Moderate
Chennai,2019-06-25,Moderate
Ahmedabad,2018-02-01,Severe
Gurugram,2020-05-14,Moderate
Lucknow,2017-08-19,Satisfactory
Ahmedabad,2015-02-18,Severe
Brajrajnagar,2019-10-11,Satisfactory
Lucknow,2018-07-16,Satisfactory
Coimbatore,2019-11-02,Satisfactory
Bengaluru,2019-09-04,Satisfactory
Chennai,2018-11-30,Satisfactory
Lucknow,2015-11-26,Severe
Patna,2016-11-14,Very Poor
Ahmedabad,2018-08-07,Severe
Guwahati,2019-11-14,Moderate
Bengaluru,2019-11-15,Satisfactory
Delhi,2019-08-29,Moderate
Visakhapatnam,2020-01-18,Satisfactory
Lucknow,2015-12-24,Very Poor
Kolkata,2018-07-22,Good
Ahmedabad,2015-07-11,Poor
Jaipur,2017-11-02,Poor
Kochi,2020-05-30,Moderate
Guwahati,2020-04-07,Moderate
Mumbai,2018-08-21,Satisfactory
Patna,2019-10-16,Poor
Lucknow,2018-11-09,Severe
Kolkata,2018-11-27,Poor
Chennai,2018-10-21,Moderate
Gurugram,2016-05-31,Good
Coimbatore,2019-09-05,Satisfactory
Hyderabad,2020-03-20,Satisfactory
Brajrajnagar,2018-03-17,Moderate
Hyderabad,2020-03-07,Satisfactory
Ahmedabad,2019-02-14,Severe
Talcher,2018-11-23,Severe
Lucknow,2019-10-16,Moderate
Coimbatore,2019-07-29,Satisfactory
Hyderabad,2019-05-12,Moderate
Patna,2020-03-13,Moderate
Jaipur,2018-02-23,Very Poor
Shillong,2019-09-28,Good
Chennai,2017-02-20,Moderate
Chennai,2018-09-30,Moderate
Delhi,2019-02-16,Poor
Patna,2019-08-26,Moderate
Lucknow,2015-10-19,Poor
Lucknow,2015-10-22,Very Poor
Visakhapatnam,2019-03-06,Moderate
Bengaluru,2015-07-11,Moderate
Thiruvananthapuram,2019-12-25,Satisfactory
Talcher,2018-11-27,Severe
Lucknow,2017-03-01,Very Poor
Patna,2018-11-05,Very Poor
Thiruvananthapuram,2020-06-13,Satisfactory
Ahmedabad,2018-05-04,Poor
Jorapokhar,2019-05-18,Moderate
Thiruvananthapuram,2019-05-11,Satisfactory
Delhi,2016-11-26,Very Poor
Visakhapatnam,2019-01-23,Very Poor
Mumbai,2020-05-11,Satisfactory
Delhi,2019-06-15,Poor
Chennai,2016-04-10,Moderate
Patna,2016-10-06,Poor
Patna,2018-01-18,Very Poor
Thiruvananthapuram,2018-05-14,Satisfactory
Hyderabad,2018-10-10,Moderate
Chennai,2019-11-16,Satisfactory
Delhi,2016-04-20,Very Poor
Mumbai,2019-10-30,Satisfactory
Thiruvananthapuram,2018-03-26,Satisfactory
Shillong,2019-09-23,Good
Patna,2019-03-12,Poor
Chennai,2018-01-26,Moderate
Kolkata,2019-05-16,Satisfactory
Delhi,2016-09-08,Poor
Jorapokhar,2018-12-03,Very Poor
Gurugram,2018-01-17,Poor
Kolkata,2019-05-08,Moderate
Hyderabad,2018-03-31,Moderate
Amritsar,2018-01-14,Very Poor
Gurugram,2018-03-02,Poor
Patna,2017-01-26,Severe
Aizawl,2020-05-17,Good
Bengaluru,2019-04-08,Moderate
Jorapokhar,2019-03-29,Moderate
Delhi,2016-12-23,Severe
Delhi,2016-12-31,Very Poor
Brajrajnagar,2019-11-03,Moderate
Gurugram,2019-12-23,Poor
Jaipur,2018-11-10,Poor
Jorapokhar,2018-03-04,Moderate
Patna,2015-12-17,Severe
Lucknow,2018-08-04,Satisfactory
Bengaluru,2020-01-14,Moderate
Talcher,2019-12-29,Very Poor
Gurugram,2020-06-15,Moderate
Gurugram,2018-07-23,Satisfactory
Jorapokhar,2018-10-18,Poor
Visakhapatnam,2020-01-17,Moderate
Bengaluru,2019-06-06,Satisfactory
Delhi,2018-05-15,Moderate
Delhi,2019-09-04,Moderate
Ahmedabad,2020-06-24,Satisfactory
Amritsar,2017-11-01,Very Poor
Lucknow,2020-06-06,Satisfactory
Gurugram,2016-03-02,Very Poor
Lucknow,2016-03-12,Poor
Patna,2016-09-25,Moderate
Lucknow,2019-05-12,Moderate
Chennai,2016-01-03,Moderate
Brajrajnagar,2019-02-09,Moderate
Ernakulam,2020-04-03,Satisfactory
Hyderabad,2016-06-15,Moderate
Guwahati,2019-04-30,Satisfactory
Delhi,2016-04-18,Poor
Mumbai,2020-01-10,Moderate
Shillong,2019-09-22,Good
Visakhapatnam,2016-11-30,Moderate
Visakhapatnam,2018-05-01,Satisfactory
Talcher,2019-07-03,Satisfactory
Jaipur,2018-10-26,Moderate
Chennai,2016-08-24,Moderate
Chandigarh,2019-12-08,Moderate
Delhi,2018-11-19,Very Poor
Kolkata,2019-08-08,Good
Gurugram,2017-01-12,Severe
Delhi,2015-02-28,Very Poor
Hyderabad,2019-01-11,Moderate
Amritsar,2020-01-29,Satisfactory
Bengaluru,2017-12-25,Satisfactory
Lucknow,2018-11-06,Very Poor
Bengaluru,2015-12-05,Moderate
Lucknow,2020-02-17,Poor
Gurugram,2018-04-22,Moderate
Patna,2019-12-31,Very Poor
Thiruvananthapuram,2018-07-04,Satisfactory
Thiruvananthapuram,2018-08-17,Satisfactory
Gurugram,2018-12-15,Moderate
Jaipur,2019-09-26,Satisfactory
Amritsar,2018-02-14,Satisfactory
Hyderabad,2015-05-21,Moderate
Chandigarh,2019-12-09,Moderate
Guwahati,2019-03-17,Poor
Bengaluru,2020-02-21,Satisfactory
Lucknow,2015-12-04,Very Poor
Lucknow,2017-10-30,Very Poor
Talcher,2020-04-18,Moderate
Talcher,2018-09-25,Good
Kolkata,2020-02-13,Poor
Visakhapatnam,2019-10-15,Satisfactory
Aizawl,2020-03-14,Satisfactory
Lucknow,2016-02-05,Very Poor
Lucknow,2018-10-03,Poor
Jaipur,2019-11-26,Moderate
Hyderabad,2018-08-24,Good
Gurugram,2019-07-23,Moderate
Ahmedabad,2018-12-01,Severe
Chennai,2017-01-13,Very Poor
Coimbatore,2020-05-16,Good
Bengaluru,2019-12-29,Satisfactory
Chennai,2016-02-10,Poor
Kolkata,2019-11-30,Poor
Delhi,2017-01-23,Very Poor
Amaravati,2018-06-28,Satisfactory
Delhi,2019-06-06,Poor
Chennai,2017-06-27,Satisfactory
Lucknow,2017-12-18,Very Poor
Amritsar,2019-08-23,Satisfactory
Delhi,2016-01-22,Very Poor
Hyderabad,2017-09-16,Satisfactory
Delhi,2015-12-09,Severe
Mumbai,2018-12-30,Moderate
Hyderabad,2018-01-22,Moderate
Thiruvananthapuram,2019-06-19,Good
Bhopal,2020-04-10,Satisfactory
Lucknow,2019-08-17,Satisfactory
Patna,2019-07-23,Moderate
Jaipur,2019-03-31,Moderate
Amaravati,2018-12-31,Moderate
Patna,2018-11-24,Very Poor
Hyderabad,2017-03-29,Moderate
Delhi,2015-04-14,Poor
Chennai,2017-04-15,Satisfactory
Talcher,2018-05-25,Satisfactory
Bengaluru,2019-03-11,Satisfactory
Guwahati,2019-09-24,Good
Lucknow,2015-05-11,Moderate
Bengaluru,2019-09-07,Satisfactory
Patna,2016-04-10,Moderate
Visakhapatnam,2016-08-31,Satisfactory
Amritsar,2017-08-27,Satisfactory
Bengaluru,2017-09-06,Moderate
Guwahati,2019-03-28,Moderate
Jaipur,2018-04-19,Moderate
Bengaluru,2019-12-09,Satisfactory
Visakhapatnam,2019-07-23,Good
Thiruvananthapuram,2019-09-23,Satisfactory
Lucknow,2019-11-28,Very Poor
Hyderabad,2019-05-27,Moderate
Chennai,2019-12-14,Satisfactory
Lucknow,2017-02-23,Poor
Jaipur,2018-03-24,Moderate
Lucknow,2016-10-13,Poor
Delhi,2015-11-11,Severe
Lucknow,2019-06-26,Moderate
Ahmedabad,2018-01-22,Very Poor
Ahmedabad,2018-12-11,Severe
Aizawl,2020-06-02,Good
Jaipur,2018-08-30,Moderate
Jorapokhar,2019-01-31,Poor
Delhi,2019-02-13,Very Poor
Bengaluru,2018-05-06,Satisfactory
Kochi,2020-01-29,Moderate
Hyderabad,2018-12-03,Moderate
Gurugram,2020-06-23,Moderate
Hyderabad,2017-06-23,Satisfactory
Gurugram,2017-01-24,Very Poor
Bengaluru,2019-02-13,Satisfactory
Ahmedabad,2019-09-17,Severe
Bengaluru,2018-11-24,Moderate
Chennai,2019-09-08,Satisfactory
Jaipur,2019-08-04,Satisfactory
Lucknow,2017-11-21,Very Poor
Coimbatore,2020-06-27,Good
Thiruvananthapuram,2018-12-11,Moderate
Amritsar,2018-11-01,Poor
Ahmedabad,2017-12-24,Severe
Talcher,2019-01-16,Very Poor
Jaipur,2019-08-26,Satisfactory
Hyderabad,2017-05-29,Satisfactory
Chandigarh,2020-02-01,Satisfactory
Bengaluru,2018-05-08,Moderate
Delhi,2015-07-30,Moderate
Patna,2018-05-31,Moderate
Jorapokhar,2019-01-09,Poor
Kolkata,2020-01-18,Poor
Thiruvananthapuram,2019-11-06,Satisfactory
Jaipur,2020-06-23,Satisfactory
Delhi,2016-07-28,Moderate
Jorapokhar,2018-06-08,Moderate
Hyderabad,2017-03-24,Moderate
Amaravati,2020-06-22,Good
Chennai,2020-05-26,Satisfactory
Chennai,2018-04-26,Satisfactory
Ahmedabad,2020-06-12,Moderate
Talcher,2019-05-14,Moderate
Patna,2018-09-02,Satisfactory
Amaravati,2020-04-11,Good
Jaipur,2019-07-03,Moderate
Hyderabad,2015-09-06,Poor
Guwahati,2020-05-05,Good
Ahmedabad,2019-04-23,Severe
Delhi,2018-02-01,Poor
Ernakulam,2020-05-01,Satisfactory
Hyderabad,2018-01-25,Moderate
Chennai,2018-12-08,Poor
Gurugram,2018-12-11,Very Poor
Delhi,2015-02-22,Poor
Delhi,2017-07-13,Good
Chennai,2020-01-01,Satisfactory
Thiruvananthapuram,2018-02-23,Satisfactory
Visakhapatnam,2020-02-08,Satisfactory
Amaravati,2018-03-23,Satisfactory
Hyderabad,2015-06-30,Moderate
Chennai,2020-04-29,Satisfactory
Lucknow,2016-06-01,Poor
Bhopal,2019-12-21,Moderate
Shillong,2020-06-10,Good
Delhi,2015-02-21,Very Poor
Bengaluru,2020-03-06,Satisfactory
Jaipur,2018-09-24,Satisfactory
Hyderabad,2016-03-10,Moderate
Jaipur,2019-03-06,Satisfactory
Amritsar,2020-02-05,Satisfactory
Chennai,2018-12-12,Moderate
Chandigarh,2020-04-12,Good
Amaravati,2018-09-29,Satisfactory
Lucknow,2017-06-17,Severe
Amritsar,2020-05-08,Satisfactory
Amaravati,2020-02-28,Satisfactory
Delhi,2018-01-29,Very Poor
Ahmedabad,2015-02-22,Severe
Lucknow,2017-10-12,Moderate
Talcher,2020-03-03,Moderate
Mumbai,2019-06-01,Satisfactory
Gurugram,2016-06-03,Poor
Hyderabad,2019-04-20,Satisfactory
Talcher,2019-06-30,Satisfactory
Chennai,2019-11-02,Satisfactory
Bengaluru,2017-12-07,Satisfactory
Bengaluru,2017-12-22,Satisfactory
Brajrajnagar,2018-11-07,Moderate
Chennai,2020-04-02,Satisfactory
Lucknow,2016-02-24,Very Poor
Hyderabad,2019-03-15,Moderate
Chandigarh,2020-03-27,Good
Lucknow,2018-10-15,Poor
Chennai,2016-09-11,Satisfactory
Bhopal,2020-06-28,Satisfactory
Ahmedabad,2015-02-12,Poor
Thiruvananthapuram,2019-01-23,Moderate
Bengaluru,2016-06-10,Good
Amritsar,2018-10-01,Satisfactory
Lucknow,2020-06-20,Satisfactory
Gurugram,2019-01-13,Very Poor
Ahmedabad,2015-02-13,Severe
Bengaluru,2020-01-07,Satisfactory
Lucknow,2017-01-15,Severe
Hyderabad,2016-10-27,Moderate
Ahmedabad,2019-08-16,Severe
Lucknow,2015-10-26,Very Poor
Hyderabad,2019-07-19,Satisfactory
Lucknow,2018-08-23,Satisfactory
Ahmedabad,2019-08-09,Severe
Patna,2016-08-06,Moderate
Brajrajnagar,2020-02-21,Moderate
Thiruvananthapuram,2019-02-16,Satisfactory
Coimbatore,2020-06-28,Good
Bengaluru,2018-11-21,Satisfactory
Ahmedabad,2020-03-12,Poor
Kochi,2020-02-09,Moderate
Gurugram,2019-08-27,Satisfactory
Gurugram,2017-11-04,Very Poor
Lucknow,2018-05-14,Severe
Lucknow,2019-01-20,Very Poor
Bengaluru,2017-03-31,Moderate
Delhi,2017-12-22,Very Poor
Chennai,2016-02-25,Satisfactory
Bengaluru,2018-10-07,Satisfactory
Bengaluru,2019-01-30,Moderate
Thiruvananthapuram,2019-04-17,Satisfactory
Mumbai,2019-08-14,Satisfactory
Visakhapatnam,2018-02-05,Moderate
Thiruvananthapuram,2019-11-01,Satisfactory
Jaipur,2018-08-13,Satisfactory
Bengaluru,2018-06-17,Satisfactory
Patna,2020-02-14,Poor
Bengaluru,2019-08-20,Satisfactory
Delhi,2017-03-02,Poor
Thiruvananthapuram,2019-03-04,Satisfactory
Chandigarh,2020-03-23,Good
Visakhapatnam,2018-09-21,Moderate
Visakhapatnam,2019-05-12,Moderate
Gurugram,2019-01-25,Moderate
Patna,2019-03-19,Poor
Visakhapatnam,2016-09-01,Satisfactory
Ahmedabad,2015-04-16,Severe
Hyderabad,2015-10-20,Moderate
Hyderabad,2015-05-09,Moderate
Amritsar,2019-12-31,Moderate
Mumbai,2018-11-03,Moderate
Chennai,2020-01-10,Satisfactory
Kochi,2020-06-14,Satisfactory
Visakhapatnam,2017-03-13,Satisfactory
Hyderabad,2018-08-29,Satisfactory
Coimbatore,2019-09-08,Satisfactory
Mumbai,2020-04-23,Satisfactory
Delhi,2016-09-15,Poor
Patna,2018-04-24,Moderate
Gurugram,2020-01-05,Very Poor
Mumbai,2019-04-30,Satisfactory
Coimbatore,2019-09-21,Satisfactory
Patna,2020-02-12,Poor
Patna,2018-03-10,Poor
Chennai,2016-03-28,Moderate
Bhopal,2020-05-21,Moderate
Chennai,2016-11-17,Moderate
Chandigarh,2019-12-29,Moderate
Chennai,2016-10-15,Moderate
Thiruvananthapuram,2018-02-10,Satisfactory
Jaipur,2019-12-09,Moderate
Gurugram,2019-07-16,Moderate
Gurugram,2017-07-02,Moderate
Ahmedabad,2018-01-23,Very Poor
Hyderabad,2016-12-30,Moderate
Hyderabad,2016-09-27,Satisfactory
Bengaluru,2019-10-28,Satisfactory
Kolkata,2020-06-29,Good
Coimbatore,2020-06-25,Good
Bengaluru,2017-02-16,Satisfactory
Gurugram,2018-06-27,Satisfactory
Bengaluru,2015-07-17,Satisfactory
Patna,2020-03-02,Moderate
Mumbai,2020-05-05,Satisfactory
Hyderabad,2018-11-29,Moderate
Amritsar,2018-08-03,Satisfactory
Ahmedabad,2016-10-11,Poor
Bengaluru,2018-06-08,Good
Delhi,2017-08-21,Good
Patna,2018-09-06,Moderate
Talcher,2020-01-21,Very Poor
Patna,2019-12-25,Very Poor
Amaravati,2019-02-07,Moderate
Thiruvananthapuram,2019-10-06,Satisfactory
Jorapokhar,2018-11-16,Severe
Jaipur,2018-08-10,Satisfactory
Lucknow,2019-06-22,Poor
Delhi,2018-08-22,Satisfactory
Amaravati,2018-11-03,Satisfactory
Talcher,2018-06-03,Poor
Bengaluru,2017-01-05,Satisfactory
Gurugram,2016-11-27,Poor
Bhopal,2020-06-03,Satisfactory
Chennai,2018-07-28,Satisfactory
Amritsar,2020-01-08,Good
Visakhapatnam,2018-12-28,Poor
Hyderabad,2016-02-09,Moderate
Thiruvananthapuram,2018-03-22,Satisfactory
Delhi,2019-11-11,Very Poor
Guwahati,2020-06-24,Good
Gurugram,2016-11-03,Severe
Kolkata,2019-08-03,Satisfactory
Hyderabad,2020-06-22,Satisfactory
Hyderabad,2015-11-15,Moderate
Jorapokhar,2018-08-22,Moderate
Delhi,2017-05-25,Poor
Amaravati,2020-06-15,Good
Jaipur,2019-08-05,Satisfactory
Guwahati,2019-07-30,Moderate
Chandigarh,2020-02-10,Moderate
Bengaluru,2015-08-31,Satisfactory
Talcher,2020-03-24,Moderate
Gurugram,2017-08-19,Moderate
Chennai,2019-07-25,Satisfactory
Mumbai,2019-09-02,Satisfactory
Delhi,2018-09-22,Satisfactory
Delhi,2018-01-12,Very Poor
Ernakulam,2020-02-07,Satisfactory
Amritsar,2020-06-30,Satisfactory
Visakhapatnam,2018-05-04,Satisfactory
Hyderabad,2017-11-07,Satisfactory
Jaipur,2020-02-28,Moderate
Delhi,2017-12-08,Poor
Bengaluru,2017-03-04,Satisfactory
Chennai,2017-03-01,Moderate
Delhi,2019-01-31,Very Poor
Jaipur,2019-03-01,Moderate
Lucknow,2016-03-06,Very Poor
Shillong,2020-07-01,Good
Bengaluru,2020-06-28,Satisfactory
Mumbai,2018-08-17,Satisfactory
Bengaluru,2015-06-28,Moderate
Jorapokhar,2019-10-31,Moderate
Mumbai,2020-02-24,Moderate
Patna,2018-05-19,Moderate
Lucknow,2017-06-13,Poor
Brajrajnagar,2018-03-03,Poor
Chandigarh,2020-04-18,Satisfactory
Jorapokhar,2018-02-09,Moderate
Bhopal,2019-10-02,Satisfactory
Bengaluru,2018-01-27,Moderate
Chennai,2016-08-22,Satisfactory
Thiruvananthapuram,2020-05-20,Satisfactory
Ahmedabad,2015-06-18,Moderate
Chennai,2018-05-10,Satisfactory
Coimbatore,2019-09-30,Satisfactory
Delhi,2015-12-06,Very Poor
Amaravati,2018-03-25,Satisfactory
Gurugram,2017-02-01,Very Poor
Jaipur,2017-11-25,Poor
Mumbai,2019-02-17,Moderate
Gurugram,2017-05-06,Very Poor
Coimbatore,2020-06-19,Good
Gurugram,2016-12-12,Very Poor
Kolkata,2019-12-02,Moderate
Delhi,2019-02-11,Very Poor
Lucknow,2018-10-20,Poor
Visakhapatnam,2018-03-28,Satisfactory
Patna,2016-10-25,Very Poor
Bengaluru,2016-06-15,Good
Bengaluru,2015-12-13,Satisfactory
Delhi,2020-03-09,Moderate
Thiruvananthapuram,2020-03-21,Satisfactory
Thiruvananthapuram,2018-03-09,Satisfactory
Ernakulam,2020-05-25,Satisfactory
Delhi,2017-12-05,Severe
Delhi,2018-02-26,Moderate
Talcher,2019-10-31,Moderate
Visakhapatnam,2016-09-18,Satisfactory
Hyderabad,2017-08-28,Satisfactory
Ahmedabad,2019-12-09,Very Poor
Hyderabad,2016-11-09,Moderate
Hyderabad,2017-03-19,Moderate
Brajrajnagar,2019-07-27,Satisfactory
Patna,2020-01-12,Poor
Thiruvananthapuram,2018-08-04,Satisfactory
Bengaluru,2016-02-13,Moderate
Bengaluru,2018-12-30,Moderate
Gurugram,2016-07-21,Moderate
Delhi,2017-02-21,Very Poor
Visakhapatnam,2017-01-27,Moderate
Lucknow,2018-05-29,Poor
Talcher,2019-03-30,Moderate
Patna,2019-01-05,Severe
Delhi,2016-11-05,Severe
Jaipur,2019-07-09,Moderate
Jaipur,2019-07-06,Satisfactory
Amritsar,2018-07-16,Good
Thiruvananthapuram,2018-04-16,Satisfactory
Bengaluru,2020-03-21,Moderate
Lucknow,2016-06-16,Moderate
Amaravati,2019-12-08,Satisfactory
Jaipur,2019-12-27,Moderate
Jaipur,2020-03-24,Satisfactory
Talcher,2019-04-01,Moderate
Talcher,2019-05-29,Moderate
Chennai,2019-01-08,Moderate
Amritsar,2017-08-15,Satisfactory
Visakhapatnam,2020-04-02,Satisfactory
Amaravati,2018-11-20,Satisfactory
Brajrajnagar,2018-12-11,Poor
Hyderabad,2020-04-25,Satisfactory
Thiruvananthapuram,2019-07-22,Satisfactory
Lucknow,2018-05-04,Satisfactory
Patna,2018-03-06,Poor
Hyderabad,2018-06-22,Satisfactory
Aizawl,2020-04-23,Good
Delhi,2016-05-17,Very Poor
Hyderabad,2015-11-14,Moderate
Gurugram,2016-06-18,Moderate
Jaipur,2019-06-04,Moderate
Lucknow,2015-08-24,Satisfactory
Amritsar,2019-02-09,Satisfactory
Chennai,2020-04-12,Satisfactory
Patna,2018-04-20,Poor
Delhi,2015-12-07,Severe
Patna,2016-03-18,Very Poor
Bhopal,2020-04-09,Moderate
Hyderabad,2017-05-16,Satisfactory
Patna,2018-12-11,Severe
Amritsar,2018-07-10,Satisfactory
Lucknow,2016-11-01,Severe
Brajrajnagar,2019-05-21,Moderate
Amritsar,2019-11-14,Very Poor
Gurugram,2016-03-29,Poor
Jorapokhar,2019-04-19,Satisfactory
Delhi,2020-03-29,Satisfactory
Patna,2017-12-15,Very Poor
Lucknow,2017-03-29,Very Poor
Chandigarh,2019-09-20,Satisfactory
Patna,2019-02-27,Poor
Thiruvananthapuram,2018-01-14,Moderate
Delhi,2017-11-22,Very Poor
Amritsar,2019-01-30,Moderate
Patna,2016-04-16,Poor
Lucknow,2015-12-13,Severe
Ahmedabad,2015-05-01,Poor
Delhi,2020-06-02,Moderate
Jorapokhar,2018-01-19,Moderate
Amaravati,2018-10-14,Moderate
Delhi,2018-03-02,Poor
Gurugram,2017-12-11,Very Poor
Coimbatore,2020-04-24,Satisfactory
Chennai,2016-10-26,Poor
Patna,2017-12-19,Severe
Patna,2016-08-08,Satisfactory
Jaipur,2018-10-20,Moderate
Kolkata,2020-02-09,Poor
Gurugram,2017-04-07,Severe
Hyderabad,2016-10-14,Satisfactory
Hyderabad,2015-06-25,Very Poor
Lucknow,2019-08-22,Satisfactory
Thiruvananthapuram,2018-12-09,Moderate
Amritsar,2018-01-21,Moderate
Ahmedabad,2015-03-26,Severe
Amaravati,2020-04-26,Satisfactory
Ahmedabad,2015-11-06,Very Poor
Bengaluru,2017-07-12,Satisfactory
Visakhapatnam,2020-06-19,Moderate
Jaipur,2020-03-26,Satisfactory
Amritsar,2017-12-13,Moderate
Patna,2019-01-27,Very Poor
Delhi,2016-03-05,Poor
Lucknow,2019-11-15,Very Poor
Delhi,2017-12-29,Very Poor
Jaipur,2018-01-08,Moderate
Kolkata,2018-11-20,Very Poor
Gurugram,2019-05-29,Moderate
Delhi,2015-06-18,Very Poor
Lucknow,2020-01-23,Poor
Delhi,2019-07-20,Moderate
Patna,2015-11-17,Severe
Guwahati,2020-03-02,Poor
Lucknow,2018-12-16,Poor
Delhi,2019-05-30,Poor
Delhi,2019-09-15,Satisfactory
Delhi,2015-08-23,Moderate
Lucknow,2019-09-06,Satisfactory
Coimbatore,2019-09-25,Satisfactory
Visakhapatnam,2018-08-07,Moderate
Hyderabad,2015-06-05,Moderate
Guwahati,2019-11-15,Moderate
Patna,2020-06-02,Moderate
Gurugram,2019-10-18,Poor
Delhi,2020-03-24,Moderate
Amaravati,2017-12-12,Moderate
Amritsar,2019-08-05,Satisfactory
Jorapokhar,2018-12-21,Very Poor
Talcher,2019-01-30,Poor
Amaravati,2018-02-14,Moderate
Bengaluru,2020-03-14,Satisfactory
